Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
Hatchback,5,113139,88,3295,37,18.4,11.83,32,28,Moderate,Medium,3,No,31903-125573
Sedan,7,169889,86,1792,41,11.9,11.75,39,29,Worn,Low,8,No,70546-160572
SUV,10,49767,96,2879,29,11.6,11.96,26,32,Worn,High,9,No,16119-54387
Sedan,7,171955,98,1512,30,17.7,11.99,43,28,Moderate,Low,7,No,43001-75633
Hatchback,2,214840,87,640,43,15.2,11.98,44,30,Good,Low,5,No,65217-180000
Truck,10,177378,110,929,32,6.7,12.41,33,30,Moderate,Medium,11,Yes,549-1047
Sedan,2,167861,96,1644,39,13.8,11.8,40,35,Good,Low,4,No,63746-180000
Truck,6,175873,104,3206,23,5.6,12.64,26,36,Good,Low,8,No,38292-69824
Hatchback,12,230207,92,886,40,18.1,12.23,43,30,Good,Low,12,No,46582-110858
SUV,9,19475,95,907,32,13.2,11.72,25,34,Moderate,Medium,10,Yes,19046-55892
Truck,9,19115,95,2565,31,8.9,11.97,30,32,Good,Low,6,No,36126-94248
Sedan,2,56176,99,2104,29,12.8,11.82,31,31,Worn,Low,11,No,12612-104318
Truck,11,217949,106,2407,28,6.6,11.96,37,36,Good,Low,1,No,19650-43522
Truck,2,241835,106,1389,21,5.0,11.79,27,35,Good,Low,5,No,8529-13009
Sedan,2,154214,91,2367,34,16.6,12.14,27,28,Good,Medium,8,No,56878-92738
Sedan,6,147827,100,2205,37,13.1,12.19,38,33,Worn,Low,1,Yes,45917-78453
SUV,1,195218,93,907,43,11.2,11.89,38,35,Good,Low,12,No,86012-180000
Hatchback,3,227373,88,1031,35,20.6,12.52,33,35,Good,Medium,8,No,17262-111272
SUV,12,142595,92,3314,36,11.2,12.07,43,35,Worn,Low,1,Yes,51662-110666
Sedan,11,225378,88,769,39,12.3,11.81,31,33,Critical,Low,6,No,35956-104489
Hatchback,9,21428,91,1850,33,17.0,12.53,38,30,Good,Medium,6,Yes,44065-70399
Sedan,3,60481,90,1517,35,12.5,12.24,44,32,Good,High,8,No,32191-56159
Truck,12,103204,102,643,25,7.2,12.21,36,33,Worn,Low,10,No,16677-52865
SUV,8,70340,96,2383,27,12.5,12.8,31,30,Good,Medium,10,Yes,25284-128089
Hatchback,12,82981,97,906,38,12.7,12.35,44,32,Moderate,Low,11,No,26867-54741
Sedan,5,186224,103,2094,42,16.7,12.12,39,33,Moderate,Low,7,Yes,45351-79385
Hatchback,11,84969,90,1307,33,20.6,12.69,33,34,Good,Low,3,No,47521-141407
Truck,10,30156,97,770,23,9.0,12.27,32,33,Good,High,5,No,22687-35007
Hatchback,1,229535,93,1907,44,20.9,11.77,34,29,Critical,High,10,Yes,18659-40355
SUV,10,154937,95,1432,33,10.8,12.36,39,36,Good,Medium,2,No,27418-180000
Hatchback,7,170647,88,2207,37,17.4,12.21,43,28,Good,Medium,11,No,28810-130788
Sedan,12,194665,98,3015,33,11.1,12.13,36,29,Critical,Low,7,No,17853-52891
SUV,7,118563,93,1903,41,12.6,12.61,28,30,Good,High,2,Yes,47737-99341
SUV,5,194945,97,1480,39,13.1,12.1,43,34,Good,Low,2,No,10416-180000
Sedan,12,14764,91,847,34,16.9,12.23,30,30,Worn,Low,6,No,64926-101130
Truck,7,249544,107,3080,21,8.6,12.17,39,33,Good,Low,10,No,2142-50745
Sedan,8,228047,93,1583,39,14.4,12.01,41,32,Good,Low,12,No,29815-128952
Hatchback,9,227622,92,2112,44,18.1,12.36,37,30,Moderate,Medium,1,Yes,32364-79524
Truck,5,125658,111,1855,27,5.5,11.89,33,35,Moderate,Medium,3,No,11673-37309
Truck,3,39392,101,1950,31,6.2,11.91,32,32,Good,Low,10,Yes,13038-51369
SUV,6,12645,97,2619,29,10.9,12.74,39,31,Critical,Medium,8,No,24488-59410
Sedan,11,186629,89,1564,40,15.7,11.8,36,28,Critical,Low,9,Yes,33799-60845
Sedan,2,102511,92,2364,31,14.9,12.73,36,36,Moderate,Medium,11,No,37675-65187
SUV,1,13388,101,3144,22,15.0,12.26,28,35,Moderate,Medium,6,Yes,23599-48069
Sedan,12,247894,91,2200,31,15.2,12.67,36,32,Good,Medium,9,Yes,29349-111723
Hatchback,5,97969,90,2675,34,15.8,11.79,27,28,Moderate,Low,7,No,31509-89511
Hatchback,7,131678,84,888,44,16.6,11.76,25,29,Good,Low,3,No,94499-154313
SUV,4,16888,95,2720,27,11.9,12.36,38,30,Moderate,Low,6,No,26586-164636
SUV,7,129875,95,1525,34,13.0,12.46,32,36,Good,Medium,7,No,36220-77846
Hatchback,8,65045,98,1509,34,14.7,12.1,28,30,Good,Medium,7,No,60336-99282
SUV,12,22862,97,842,26,13.5,12.51,35,28,Moderate,Low,4,Yes,65352-101542
SUV,9,155524,96,3359,39,10.4,11.97,43,36,Moderate,Low,7,No,71152-164458
SUV,8,84778,97,978,35,13.5,11.9,39,36,Worn,Low,10,No,38631-62007
SUV,6,129952,100,3450,29,9.4,11.87,26,30,Critical,High,9,Yes,2422-13837
SUV,12,239813,100,2901,39,9.1,12.77,45,36,Good,Low,4,No,85705-180000
Sedan,7,240747,86,1334,29,14.7,12.42,35,30,Good,Medium,8,Yes,44571-98401
Truck,2,162836,106,2005,30,5.8,12.18,34,31,Moderate,Medium,9,Yes,1917-24949
Sedan,10,149098,96,2975,39,12.8,11.8,39,29,Good,Low,10,No,94376-174794
Sedan,5,193010,85,2880,35,11.2,12.1,27,33,Good,Medium,2,Yes,24574-147263
Hatchback,4,58876,85,2725,39,16.5,12.01,36,30,Good,Medium,5,No,101040-167798
Hatchback,4,46265,95,1084,42,16.7,12.76,44,35,Good,Medium,9,No,27953-95731
SUV,6,25627,88,1956,29,12.0,12.44,38,31,Worn,High,8,No,29218-58610
Hatchback,8,61539,91,703,39,16.9,11.72,39,30,Moderate,Low,7,No,39862-136170
Sedan,5,123208,88,1377,28,14.1,12.63,30,31,Critical,Medium,12,No,10490-16846
Hatchback,11,155470,95,2444,30,22.1,12.29,33,34,Good,Medium,6,No,51340-123402
Hatchback,9,95479,87,2847,48,22.3,11.87,42,36,Good,Low,4,No,33310-180000
Hatchback,3,177234,89,2105,41,20.3,11.88,33,29,Moderate,Medium,4,No,35812-71628
Truck,1,239373,106,2794,23,9.0,12.36,28,30,Moderate,High,4,No,7010-10834
Sedan,5,95503,87,1811,36,13.0,12.25,38,34,Good,High,1,No,30155-90203
Sedan,9,6160,93,3332,30,16.3,12.52,35,35,Moderate,High,1,Yes,20322-33338
Hatchback,1,60109,89,839,35,18.6,12.76,39,31,Good,Low,7,Yes,39014-136256
Hatchback,12,62303,83,3100,32,21.9,12.77,33,28,Critical,Low,5,No,11681-43657
Sedan,5,235493,98,1452,30,14.5,12.12,30,29,Good,High,9,No,27565-65779
Hatchback,7,62083,98,1224,39,20.5,12.53,32,30,Good,Low,2,No,68391-139939
SUV,9,106838,95,3039,34,11.3,12.65,36,34,Good,High,3,No,14948-37372
Sedan,1,220751,85,2507,35,14.7,11.98,31,33,Worn,Low,2,No,49091-128631
Hatchback,11,242107,90,1905,46,18.8,12.41,33,29,Worn,High,1,No,26852-97908
Sedan,10,211627,88,1050,44,16.4,12.33,28,33,Worn,Low,7,No,50934-142312
Truck,5,142049,101,1906,18,9.8,12.25,45,29,Good,Low,9,No,38881-67809
Sedan,5,196710,89,2523,34,14.4,12.2,34,31,Worn,Low,7,No,40539-63893
Sedan,12,244701,87,3015,36,11.9,12.28,36,31,Critical,Medium,7,No,29631-59943
SUV,2,68013,95,2169,34,8.4,11.95,37,30,Good,Low,11,Yes,29195-85821
Sedan,5,141821,83,862,28,16.0,12.16,25,31,Moderate,Low,4,No,39154-64564
SUV,4,26685,90,727,31,9.6,12.67,25,28,Good,Low,6,No,57599-177183
SUV,12,99253,100,1364,28,8.9,12.66,26,29,Good,High,10,Yes,11983-40799
Sedan,7,138352,88,2677,45,13.0,12.5,25,30,Good,Low,8,No,69794-180000
Hatchback,10,53946,93,2056,42,15.3,12.34,36,31,Moderate,Low,5,Yes,49880-127540
Hatchback,1,126380,84,1176,33,15.3,12.33,37,33,Good,Low,3,No,51124-154366
Sedan,11,247220,102,1060,29,16.2,12.42,37,29,Critical,Low,3,No,25771-62021
SUV,2,96034,101,1719,28,10.8,12.5,33,34,Moderate,Low,12,No,23909-66173
Sedan,8,117274,95,3211,28,12.5,12.02,32,33,Good,Low,5,No,40107-136253
Sedan,6,34148,87,2203,28,11.7,12.58,35,31,Good,Low,2,No,54189-180000
Truck,11,229998,103,1680,25,8.8,12.26,37,32,Critical,Low,6,No,7373-26067
Sedan,1,7055,91,2035,28,13.9,12.3,42,30,Good,Medium,10,No,32975-169277
Hatchback,6,145520,97,1002,42,16.9,12.43,37,28,Good,Low,6,Yes,18410-135406
Sedan,2,216387,87,3184,41,11.8,12.54,25,33,Good,Medium,7,No,67574-114588
Sedan,6,107119,92,1944,27,11.8,12.58,28,33,Moderate,Low,4,No,43654-122850
Truck,3,232077,108,3139,21,5.9,12.12,30,31,Critical,Low,12,Yes,1396-2874
SUV,8,113040,99,2232,30,12.7,12.42,44,32,Good,Medium,9,No,39478-121776
SUV,2,188904,102,2092,31,14.9,12.62,29,28,Moderate,High,12,No,8640-25268
Hatchback,3,170599,95,1679,32,19.0,12.38,27,31,Good,Medium,6,No,31211-104045
Truck,4,200828,104,608,29,3.7,11.81,45,31,Good,Medium,12,No,11996-26276
Hatchback,3,89641,97,2336,38,20.1,12.64,38,31,Worn,Low,12,Yes,29665-64105
Sedan,5,152948,92,1241,33,18.7,12.65,25,28,Good,Low,1,No,59338-180000
Hatchback,12,19383,93,934,28,16.5,12.22,27,30,Good,Medium,1,No,58180-153552
Truck,6,18585,93,1827,27,8.9,12.33,35,32,Good,Low,2,Yes,33832-112406
Sedan,2,228371,89,3460,39,11.7,12.09,29,36,Good,Medium,2,No,90959-178515
Hatchback,3,45362,92,2360,45,20.1,12.33,25,28,Critical,Medium,1,No,29031-161778
Sedan,9,104376,91,3335,34,18.3,11.73,28,30,Good,Medium,8,No,30034-103546
SUV,8,96991,91,786,30,9.3,11.94,44,28,Good,Medium,10,No,54325-114013
SUV,9,148444,102,3191,36,12.8,12.15,38,28,Good,Medium,4,No,93505-152215
Sedan,10,79707,85,626,35,18.3,11.83,33,31,Moderate,Medium,9,No,22844-81542
Hatchback,6,32784,93,2364,47,17.2,12.39,33,32,Critical,Low,4,Yes,25513-61493
Truck,11,193406,103,1697,32,10.7,12.07,44,35,Good,Medium,2,No,28010-130791
Hatchback,2,142640,87,3007,34,22.3,11.72,27,33,Good,High,8,No,34875-65215
Sedan,2,185948,86,3136,39,12.0,11.95,45,36,Good,Low,12,No,48395-126870
Truck,5,106247,100,3200,19,9.7,12.24,27,30,Good,Low,2,No,22424-43886
Hatchback,6,222217,99,1512,28,18.0,12.06,31,31,Critical,Low,2,No,27538-60628
Sedan,10,228713,84,2041,29,13.7,12.25,28,34,Good,Medium,12,No,24196-55624
Hatchback,8,108663,95,3013,44,18.6,12.36,32,28,Good,Low,5,No,51460-172006
SUV,1,110954,105,2261,30,12.0,12.2,25,28,Good,Medium,11,No,32005-62109
Sedan,8,45766,84,1715,27,13.2,12.26,27,30,Moderate,High,11,No,18316-30148
SUV,8,145193,103,992,37,10.5,12.21,38,28,Good,Medium,2,No,62261-180000
Truck,5,14506,103,2931,37,9.3,12.14,37,35,Good,High,5,No,14282-42624
SUV,4,124831,99,2964,28,11.1,12.06,27,36,Good,Low,9,No,33862-180000
SUV,2,29466,96,1237,30,10.6,12.58,34,30,Critical,Medium,8,No,29215-54657
Sedan,4,12211,93,851,41,14.5,12.7,27,36,Worn,High,1,No,35694-162781
Truck,8,6336,101,1831,18,8.3,12.26,34,30,Good,Low,1,No,22706-80088
Sedan,8,75246,101,3361,39,13.6,12.44,31,33,Moderate,High,6,No,27327-71511
Truck,4,144533,96,3445,26,9.6,11.94,25,32,Good,Medium,3,No,34494-85228
Truck,3,175968,109,2034,18,10.3,11.81,29,36,Good,Medium,6,Yes,3834-6788
Hatchback,9,114962,98,1709,32,13.9,12.65,34,34,Good,Low,3,Yes,61727-112791
Truck,1,18295,99,766,31,9.2,12.25,41,35,Worn,Low,1,No,35113-66527
SUV,10,87713,88,1985,32,9.6,12.8,27,35,Worn,Low,11,No,19786-119760
Truck,6,92587,102,2029,26,8.9,12.37,41,35,Good,Low,1,No,45164-117246
Hatchback,6,197792,87,3078,43,21.5,11.76,25,28,Good,Medium,2,No,59582-180000
Hatchback,3,95915,88,2009,42,13.7,12.59,30,31,Moderate,Low,11,No,56334-111270
Hatchback,2,34728,89,1734,32,17.9,11.88,32,36,Good,Low,6,No,7446-180000
Sedan,11,31799,83,2050,28,14.4,12.0,30,34,Moderate,Medium,1,No,38111-64661
Truck,11,76890,96,1917,17,9.0,12.79,32,35,Worn,Low,11,No,3804-10994
Hatchback,3,212810,91,2332,42,15.9,11.99,39,32,Good,Low,10,No,89161-180000
SUV,3,49337,99,3213,40,14.0,12.33,25,36,Good,Low,10,No,65328-180000
Hatchback,3,237728,90,3219,31,18.8,12.73,43,28,Worn,Low,2,No,44447-155657
SUV,8,72298,101,1305,35,12.2,11.87,26,36,Good,Medium,3,No,40420-126332
Hatchback,3,116424,97,2849,41,15.4,11.72,30,36,Worn,Medium,12,No,30302-48050
SUV,1,120265,103,1466,31,8.7,12.03,38,28,Good,Low,2,No,64362-110434
SUV,3,171733,98,1879,32,10.2,12.1,37,32,Moderate,Low,12,No,44328-68684
SUV,11,215600,104,2802,43,8.2,12.43,36,36,Good,Medium,10,Yes,18973-143735
Truck,9,241153,103,1734,30,8.6,12.05,29,32,Worn,Medium,2,No,12929-81649
Truck,5,9882,103,3484,30,7.4,12.28,26,32,Critical,Low,11,No,5082-11518
Sedan,1,19991,90,1951,26,17.9,12.17,45,35,Good,Low,8,No,66515-180000
Sedan,11,196441,87,2640,32,15.9,11.92,44,30,Good,Low,9,No,53037-180000
SUV,11,211327,100,1671,28,12.0,12.35,29,28,Moderate,High,11,Yes,4408-14886
Truck,10,60925,99,1493,31,8.8,11.82,32,35,Worn,Low,2,No,5676-153079
