Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
Hatchback,14,197795,103,2512,20,12.6,12.5,39,86,Good,High,6,No,"5,001–15,000"
Sedan,4,21873,96,2150,26,10.2,12.69,42,56,Critical,Low,11,No,"15,001–35,000"
Hatchback,15,98958,94,2019,35,10.4,11.4,41,30,Good,Medium,10,Yes,"35,001–60,000"
SUV,8,20034,108,2043,38,19.2,12.55,34,69,Good,Medium,3,No,"35,001–60,000"
Hatchback,5,138575,108,1702,33,6.3,12.82,44,38,Worn,Low,4,Yes,"15,001–35,000"
Truck,9,62806,102,1558,26,8.6,12.95,44,66,Worn,Low,11,Yes,"15,001–35,000"
Truck,3,168128,92,2558,22,18.1,12.7,39,90,Worn,Medium,6,No,"35,001–60,000"
Hatchback,12,104945,98,1986,25,5.2,11.91,44,100,Critical,High,3,Yes,"0–5,000"
Sedan,10,17865,109,1906,32,18.6,12.17,32,101,Worn,Low,6,No,"35,001–60,000"
SUV,11,129804,90,2001,21,16.9,11.86,38,55,Good,High,2,Yes,"5,001–15,000"
Truck,14,41831,91,2071,36,14.2,12.45,36,101,Worn,Low,4,No,"60,001+"
SUV,9,86060,100,2544,50,11.1,12.56,33,78,Good,Low,3,No,"60,001+"
Hatchback,12,193675,100,2021,50,12.9,12.69,43,48,Moderate,Low,3,Yes,"35,001–60,000"
SUV,11,100579,98,2249,40,9.5,12.1,35,67,Moderate,Medium,3,No,"60,001+"
Truck,10,32147,91,2591,20,9.9,11.76,36,66,Critical,Low,11,No,"15,001–35,000"
Truck,1,30080,94,2285,31,19.5,11.02,37,81,Worn,High,12,No,"35,001–60,000"
Hatchback,9,113022,99,2092,30,6.0,12.46,32,100,Worn,High,9,Yes,"35,001–60,000"
SUV,7,27028,102,2108,40,7.6,12.68,41,68,Moderate,Low,5,Yes,"35,001–60,000"
SUV,12,150799,96,2421,23,13.2,11.63,32,106,Moderate,Medium,6,Yes,"15,001–35,000"
Sedan,1,141531,97,2205,44,17.4,12.93,35,107,Moderate,Medium,9,No,"60,001+"
Truck,14,160903,104,1803,28,16.7,12.89,33,56,Critical,High,2,Yes,"0–5,000"
SUV,3,88944,104,2337,29,9.8,11.43,39,69,Worn,High,3,No,"5,001–15,000"
SUV,10,195144,89,2465,35,5.0,11.91,41,91,Good,High,10,Yes,"15,001–35,000"
Sedan,5,20089,87,1939,21,9.9,11.06,44,108,Good,High,6,No,"15,001–35,000"
Truck,6,92133,91,2321,25,18.4,12.93,44,93,Critical,High,11,Yes,"5,001–15,000"
Truck,7,5185,103,2831,42,10.9,12.82,38,107,Worn,High,2,Yes,"15,001–35,000"
Hatchback,5,41483,91,2158,28,15.7,12.8,30,97,Good,Medium,6,Yes,"35,001–60,000"
Truck,6,125911,95,2474,42,12.3,12.63,45,64,Good,Low,4,No,"35,001–60,000"
Truck,13,192339,105,2531,32,5.1,12.64,35,37,Worn,High,10,Yes,"5,001–15,000"
SUV,4,68955,105,2548,49,13.1,12.64,45,87,Worn,Medium,12,No,"35,001–60,000"
Sedan,1,158234,97,1803,32,16.9,12.98,42,55,Critical,Medium,2,Yes,"35,001–60,000"
Truck,12,93537,106,2106,22,5.2,11.62,44,53,Worn,Low,12,No,"5,001–15,000"
Sedan,14,73428,88,2353,22,10.9,11.17,30,101,Moderate,Low,9,Yes,"15,001–35,000"
Sedan,14,80406,107,1573,34,5.3,11.58,41,53,Moderate,Medium,5,Yes,"35,001–60,000"
Hatchback,3,46140,87,2466,37,8.6,11.91,43,68,Worn,Medium,11,No,"60,001+"
Hatchback,10,157026,99,1558,36,18.1,11.21,43,72,Critical,Medium,8,No,"15,001–35,000"
SUV,6,51933,103,2432,46,19.8,11.33,36,36,Worn,Low,6,No,"35,001–60,000"
SUV,2,66204,86,2096,24,8.6,12.78,45,57,Moderate,High,2,Yes,"35,001–60,000"
Sedan,7,186018,92,2452,47,17.5,11.41,42,101,Moderate,Low,10,Yes,"35,001–60,000"
Sedan,7,112606,98,2494,28,15.3,11.63,37,53,Critical,Medium,10,Yes,"15,001–35,000"
SUV,10,59788,104,1964,41,13.2,11.69,38,67,Critical,Medium,10,No,"15,001–35,000"
Hatchback,2,195240,86,1887,39,16.4,11.14,36,87,Moderate,Medium,12,No,"35,001–60,000"
SUV,3,124410,106,2635,46,14.9,12.3,35,107,Critical,Medium,8,Yes,"15,001–35,000"
Sedan,13,148071,87,2870,50,11.1,12.26,35,84,Good,Low,11,No,"35,001–60,000"
Truck,2,91993,89,2025,32,12.1,12.58,34,82,Good,High,5,Yes,"35,001–60,000"
Sedan,14,73308,101,2579,31,5.5,12.36,30,53,Moderate,High,5,No,"5,001–15,000"
SUV,10,102430,110,2131,30,6.5,11.22,30,93,Moderate,High,7,Yes,"15,001–35,000"
Truck,15,157052,109,1802,39,9.4,12.11,35,68,Critical,Medium,5,No,"5,001–15,000"
Truck,6,100056,108,2411,49,11.6,11.26,35,53,Critical,High,4,No,"5,001–15,000"
SUV,15,114346,99,2385,47,13.3,11.49,41,47,Moderate,Medium,3,Yes,"60,001+"
SUV,14,134974,110,1569,20,15.2,11.44,44,73,Critical,High,6,No,"0–5,000"
Hatchback,10,42828,86,2307,47,17.2,11.15,44,74,Moderate,High,1,No,"35,001–60,000"
SUV,12,199247,110,1565,42,12.9,11.27,33,53,Worn,Medium,7,No,"15,001–35,000"
Hatchback,3,24355,106,2792,36,7.6,12.82,34,54,Worn,Medium,4,Yes,"60,001+"
SUV,2,154375,88,2208,40,15.9,12.24,40,106,Worn,High,6,No,"35,001–60,000"
SUV,5,14846,108,2750,32,17.7,11.18,32,92,Moderate,Low,3,No,"60,001+"
Truck,5,149921,87,1667,37,13.3,11.41,43,33,Critical,High,9,No,"5,001–15,000"
SUV,9,178188,102,2082,28,7.5,12.52,44,92,Moderate,Medium,7,No,"15,001–35,000"
SUV,10,125735,101,2375,47,14.6,12.56,44,42,Worn,High,9,Yes,"5,001–15,000"
SUV,12,51617,91,1525,25,5.4,11.28,38,69,Worn,High,10,Yes,"5,001–15,000"
SUV,10,64729,98,2591,20,10.9,11.69,38,75,Good,Low,12,No,"35,001–60,000"
Hatchback,9,122796,89,2924,38,15.0,12.22,35,64,Moderate,High,8,Yes,"15,001–35,000"
Sedan,5,161563,90,2121,23,13.2,12.52,38,39,Critical,Medium,12,Yes,"5,001–15,000"
Sedan,6,120391,87,2254,25,13.2,12.45,35,89,Critical,High,9,No,"0–5,000"
Hatchback,13,24831,103,1857,43,18.9,11.41,34,101,Critical,Medium,6,No,"15,001–35,000"
Sedan,4,157990,98,2661,47,16.3,11.24,34,72,Worn,High,10,Yes,"15,001–35,000"
Truck,6,147365,90,2960,38,12.1,12.22,41,71,Worn,Medium,12,No,"35,001–60,000"
SUV,8,142288,103,2621,27,10.3,12.59,40,90,Critical,Medium,10,No,"0–5,000"
Hatchback,5,100480,90,2099,41,19.0,11.92,35,108,Moderate,Medium,4,No,"60,001+"
Sedan,12,56441,109,2504,30,6.0,12.87,41,100,Critical,Low,6,No,"15,001–35,000"
SUV,13,117047,103,1674,36,13.0,12.35,34,98,Good,Low,3,No,"35,001–60,000"
Hatchback,1,119395,110,1857,50,17.4,12.16,35,61,Worn,Low,9,Yes,"35,001–60,000"
Hatchback,5,84632,92,2548,45,8.8,12.3,45,48,Moderate,Low,2,No,"60,001+"
Truck,5,72660,107,2947,36,12.4,11.01,36,59,Moderate,Low,5,Yes,"60,001+"
Sedan,15,176030,107,2476,47,5.4,11.18,35,98,Moderate,High,1,No,"5,001–15,000"
Truck,11,163620,100,1970,20,18.3,11.56,35,72,Moderate,High,1,No,"5,001–15,000"
Hatchback,4,140594,105,1563,25,17.8,12.53,42,79,Critical,Low,11,Yes,"0–5,000"
SUV,7,132458,102,2970,29,9.9,11.75,34,44,Critical,High,11,Yes,"0–5,000"
SUV,10,189997,107,2830,20,13.9,12.65,36,79,Worn,High,7,Yes,"0–5,000"
Truck,2,80359,98,2651,45,13.6,12.99,36,71,Good,Medium,3,Yes,"60,001+"
Sedan,9,36770,108,2355,44,16.3,12.85,30,50,Worn,Low,3,Yes,"60,001+"
Truck,12,25902,91,2060,33,8.0,11.44,42,50,Worn,High,8,Yes,"15,001–35,000"
SUV,13,86383,110,2467,40,5.8,11.47,30,103,Critical,Medium,8,No,"15,001–35,000"
SUV,9,128831,93,2135,21,7.3,11.48,39,81,Moderate,Low,12,No,"15,001–35,000"
Hatchback,6,112854,91,2734,43,18.4,11.06,42,59,Worn,High,10,Yes,"35,001–60,000"
Truck,10,65436,92,2138,45,10.0,12.71,39,103,Critical,High,4,No,"35,001–60,000"
Hatchback,15,82307,97,2065,22,9.1,11.74,38,50,Worn,Low,3,No,"35,001–60,000"
Sedan,5,60918,110,1608,36,12.4,12.9,43,36,Critical,Low,6,No,"15,001–35,000"
Sedan,5,31617,102,2881,43,12.8,11.46,44,45,Worn,Low,5,No,"35,001–60,000"
Hatchback,5,96744,109,2422,33,6.5,11.92,37,100,Worn,High,10,No,"5,001–15,000"
Truck,12,192108,85,2001,49,6.7,12.87,37,80,Critical,Low,5,No,"15,001–35,000"
Truck,13,160939,94,2209,27,8.7,12.07,42,103,Good,High,3,Yes,"5,001–15,000"
Hatchback,12,42496,105,1921,31,9.2,11.44,31,37,Moderate,High,5,No,"15,001–35,000"
Hatchback,9,125313,101,2114,39,18.3,11.26,38,97,Worn,Medium,6,No,"35,001–60,000"
Truck,7,114582,110,2898,44,11.2,11.14,41,71,Worn,Medium,7,No,"60,001+"
Sedan,2,139832,90,2819,43,8.4,12.49,33,44,Moderate,Low,8,Yes,"60,001+"
Truck,11,146006,102,1855,29,15.3,12.67,34,75,Worn,Medium,1,No,"5,001–15,000"
SUV,2,138826,107,1982,22,7.2,12.25,43,76,Worn,Low,8,No,"15,001–35,000"
Sedan,15,117347,86,1786,49,15.1,12.22,44,101,Moderate,Medium,1,No,"35,001–60,000"
Hatchback,11,92553,86,1663,49,10.8,12.75,32,57,Moderate,Medium,10,No,"35,001–60,000"
Sedan,13,159793,88,2959,22,8.4,11.28,33,104,Good,Medium,11,Yes,"15,001–35,000"
Hatchback,1,38319,109,1910,36,19.6,11.27,36,33,Critical,Low,6,Yes,"35,001–60,000"
Sedan,2,92028,109,2995,29,18.0,12.66,43,109,Moderate,Medium,1,No,"15,001–35,000"
SUV,15,60173,89,2197,43,17.0,11.72,42,75,Good,Low,1,Yes,"60,001+"
Truck,7,143137,90,1892,20,7.3,11.88,32,110,Worn,Low,4,Yes,"35,001–60,000"
Sedan,8,150810,86,2735,35,18.4,12.98,42,34,Worn,High,7,No,"35,001–60,000"
Truck,3,173271,100,2328,44,8.4,12.85,39,108,Good,Low,9,No,"35,001–60,000"
Sedan,5,181705,105,2515,30,19.4,12.65,34,79,Moderate,Low,11,Yes,"15,001–35,000"
Truck,8,6919,100,2326,28,12.8,11.07,37,87,Critical,Low,10,No,"15,001–35,000"
Hatchback,10,118349,89,2555,21,9.5,12.67,30,50,Critical,Medium,12,Yes,"15,001–35,000"
Hatchback,12,101146,97,2344,38,8.5,12.24,33,36,Moderate,High,9,Yes,"35,001–60,000"
Truck,8,188401,100,2747,42,12.0,12.8,36,52,Moderate,Low,1,Yes,"60,001+"
Sedan,8,168973,86,2428,28,15.1,11.05,44,90,Moderate,Medium,9,Yes,"15,001–35,000"
Truck,14,69733,105,2756,31,11.6,12.29,39,103,Moderate,Medium,8,Yes,"35,001–60,000"
Truck,8,130313,88,1519,32,19.3,11.01,30,65,Worn,Low,12,Yes,"35,001–60,000"
SUV,10,118623,89,2824,47,15.9,12.25,44,68,Worn,Low,6,Yes,"60,001+"
Hatchback,1,90702,85,2764,43,14.1,12.93,40,45,Critical,Low,1,Yes,"35,001–60,000"
Sedan,9,157318,106,2462,37,8.0,12.28,33,42,Critical,High,11,No,"0–5,000"
Truck,15,81785,106,2791,31,7.1,12.41,44,34,Moderate,Low,12,No,"15,001–35,000"
SUV,15,23796,109,2654,40,15.8,11.19,32,86,Critical,High,3,Yes,"5,001–15,000"
Hatchback,3,90092,100,1727,20,5.5,12.55,43,100,Good,Medium,1,No,"35,001–60,000"
Sedan,10,41543,103,1885,45,11.6,11.34,40,32,Critical,Medium,7,No,"35,001–60,000"
SUV,15,21667,86,2362,48,9.7,11.72,35,54,Good,Low,8,Yes,"35,001–60,000"
SUV,6,152674,103,2415,40,8.2,11.66,42,30,Moderate,Medium,8,Yes,"15,001–35,000"
SUV,10,36333,100,1800,42,6.9,11.24,44,67,Worn,High,10,No,"35,001–60,000"
SUV,5,39500,86,2976,42,14.0,12.12,35,100,Worn,Medium,7,Yes,"60,001+"
SUV,3,39069,97,2788,27,17.9,11.66,42,72,Moderate,Low,10,No,"35,001–60,000"
SUV,12,15225,101,2779,27,7.7,11.94,39,79,Critical,High,12,Yes,"0–5,000"
Sedan,12,97800,93,1810,22,11.5,12.23,36,64,Critical,Low,1,Yes,"5,001–15,000"
Hatchback,1,93770,110,1650,40,12.9,11.43,40,76,Moderate,High,6,Yes,"35,001–60,000"
Sedan,12,100911,85,1843,24,9.9,11.09,43,84,Good,Medium,11,Yes,"35,001–60,000"
Truck,1,151650,99,1983,20,18.3,12.92,34,89,Good,Medium,10,Yes,"15,001–35,000"
Truck,1,36740,104,1955,41,10.8,12.49,30,47,Moderate,High,9,No,"5,001–15,000"
Sedan,4,198600,90,1640,31,7.3,11.77,43,42,Worn,Low,2,Yes,"60,001+"
Sedan,9,84591,98,2103,26,18.6,12.73,42,90,Worn,High,1,Yes,"15,001–35,000"
Hatchback,14,142118,107,1933,29,13.4,11.19,34,55,Worn,Low,5,No,"15,001–35,000"
Truck,3,9320,107,2255,31,15.2,11.14,38,51,Worn,Low,11,No,"35,001–60,000"
Sedan,4,84808,91,2122,42,19.3,11.95,35,42,Worn,Medium,7,No,"60,001+"
Truck,15,169834,90,2628,50,8.7,11.76,43,64,Worn,Low,3,Yes,"35,001–60,000"
Sedan,8,176531,88,2683,31,7.4,11.23,44,83,Good,Low,4,Yes,"60,001+"
SUV,11,21985,101,1685,44,11.6,11.14,39,95,Moderate,Low,12,No,"15,001–35,000"
Truck,7,77896,90,2192,32,14.7,11.77,38,89,Critical,High,3,No,"15,001–35,000"
SUV,5,146746,110,2634,50,7.6,12.05,37,34,Good,Medium,8,No,"35,001–60,000"
Hatchback,4,178651,100,2217,27,5.1,11.42,41,62,Good,Low,4,No,"35,001–60,000"
Truck,3,55666,101,2067,30,18.2,12.26,41,85,Worn,Medium,4,No,"35,001–60,000"
Sedan,8,147721,102,1928,20,15.0,12.25,33,79,Good,High,6,Yes,"0–5,000"
Truck,5,17209,87,2494,49,8.2,12.31,37,36,Worn,High,10,Yes,"35,001–60,000"
Sedan,5,85976,98,2945,45,6.4,12.47,30,59,Moderate,High,3,No,"35,001–60,000"
Hatchback,7,100820,99,2560,50,19.2,12.25,34,48,Moderate,Medium,3,Yes,"60,001+"
Hatchback,7,72846,105,2876,48,13.0,12.27,32,33,Good,High,11,Yes,"15,001–35,000"
SUV,4,109352,104,2711,50,11.7,11.95,45,34,Moderate,High,11,Yes,"15,001–35,000"
Truck,7,112310,101,1819,40,10.9,12.8,44,98,Worn,High,10,No,"15,001–35,000"
SUV,8,114490,85,2222,29,8.5,11.85,41,40,Moderate,Low,6,No,"60,001+"
Sedan,15,27450,103,2134,36,18.7,11.03,43,110,Good,High,11,No,"5,001–15,000"
Truck,11,188427,90,2540,41,13.9,11.89,39,102,Worn,Medium,3,Yes,"35,001–60,000"
Sedan,7,173892,107,2550,20,12.9,12.65,41,33,Moderate,Low,1,Yes,"15,001–35,000"
Sedan,2,100028,100,1798,42,9.7,12.15,34,61,Worn,Medium,3,Yes,"60,001+"
Hatchback,9,84841,91,2817,30,16.1,11.55,41,90,Good,Medium,6,No,"60,001+"
SUV,13,99800,98,2875,21,7.1,11.34,39,31,Good,High,5,No,"5,001–15,000"
SUV,8,72968,95,1939,26,12.7,12.07,45,107,Moderate,Medium,11,Yes,"35,001–60,000"
Sedan,14,70660,108,2869,31,17.3,11.58,35,105,Critical,High,1,Yes,"5,001–15,000"
Truck,4,139362,86,2056,24,9.0,12.5,33,38,Critical,High,1,Yes,"5,001–15,000"
Sedan,7,123570,86,2665,49,13.0,13.0,45,97,Worn,Medium,1,No,"60,001+"
SUV,1,140385,86,2008,33,12.5,12.36,43,79,Critical,Medium,12,Yes,"35,001–60,000"
Hatchback,15,197077,99,2922,41,19.4,12.35,39,89,Critical,High,2,Yes,"15,001–35,000"
Hatchback,6,121250,93,2983,49,14.2,11.02,38,66,Good,Low,11,Yes,"60,001+"
Truck,4,199734,94,1652,21,12.6,11.25,42,66,Moderate,Low,6,No,"35,001–60,000"
Truck,12,94843,87,2364,20,11.7,12.9,34,37,Critical,Low,8,No,"15,001–35,000"
Hatchback,3,50037,99,1615,32,13.8,12.31,43,64,Worn,Low,3,No,"60,001+"
Truck,9,125118,91,2950,37,19.7,11.13,41,70,Moderate,Low,3,No,"60,001+"
Hatchback,5,95923,95,2194,50,10.7,11.86,40,47,Good,Medium,9,Yes,"35,001–60,000"
Hatchback,5,63145,94,2882,36,8.2,12.41,45,85,Good,High,8,No,"60,001+"
SUV,11,108350,89,2316,47,14.8,11.89,42,83,Worn,Medium,1,Yes,"35,001–60,000"
Hatchback,3,166940,92,2126,40,5.5,11.74,41,71,Worn,Medium,6,No,"35,001–60,000"
Sedan,12,7652,109,1906,33,19.3,11.2,34,77,Good,Medium,11,No,"15,001–35,000"
Sedan,15,29158,87,2861,28,13.4,12.12,38,94,Worn,Low,5,No,"15,001–35,000"
Sedan,2,85488,92,2392,22,11.4,12.2,44,102,Critical,Medium,6,No,"15,001–35,000"
Hatchback,15,151497,93,2397,22,16.9,11.96,41,93,Worn,Medium,10,Yes,"15,001–35,000"
Sedan,7,56033,90,2411,43,16.8,11.32,32,96,Critical,Low,12,No,"15,001–35,000"
Truck,10,121894,90,1575,38,19.0,11.6,39,105,Moderate,Low,9,No,"35,001–60,000"
Hatchback,11,112853,92,1548,48,6.4,11.08,36,51,Worn,Low,4,Yes,"60,001+"
Sedan,1,32970,88,2372,20,14.0,12.32,30,52,Moderate,High,12,Yes,"15,001–35,000"
Truck,14,91729,107,2330,37,6.4,11.03,45,66,Good,Low,8,No,"35,001–60,000"
Hatchback,3,22641,106,2044,38,11.6,11.95,33,84,Critical,Medium,5,Yes,"15,001–35,000"
Sedan,5,156411,101,1511,31,18.6,12.84,32,50,Good,High,11,No,"5,001–15,000"
Truck,2,195944,91,1514,22,17.1,12.32,43,93,Good,High,1,No,"15,001–35,000"
Hatchback,2,49987,100,2907,44,12.7,12.86,34,46,Worn,Medium,9,No,"60,001+"
Sedan,7,168453,103,1586,46,12.6,12.65,30,88,Worn,Medium,1,Yes,"35,001–60,000"
SUV,11,163410,88,1594,38,6.5,12.69,30,104,Critical,High,6,Yes,"5,001–15,000"
Truck,4,73276,98,1739,23,11.3,11.64,45,101,Good,Medium,8,No,"60,001+"
Truck,2,163858,100,1524,49,6.5,11.05,40,41,Worn,Low,10,No,"60,001+"
Hatchback,6,124509,97,2125,24,10.5,12.48,44,65,Worn,High,11,No,"15,001–35,000"
SUV,10,46707,92,1624,37,9.7,12.67,43,107,Worn,Medium,6,Yes,"60,001+"
Sedan,2,135896,97,2431,39,17.1,11.78,32,86,Good,High,9,Yes,"15,001–35,000"
Hatchback,15,44743,107,2086,36,16.1,12.55,31,94,Moderate,Medium,2,Yes,"35,001–60,000"
Truck,2,191827,87,2228,34,18.2,12.6,44,61,Good,Medium,6,Yes,"60,001+"
SUV,7,147631,105,2920,31,5.1,11.41,37,59,Moderate,High,8,No,"5,001–15,000"
Sedan,14,36629,110,1599,48,17.8,12.11,38,98,Worn,Low,11,No,"35,001–60,000"
SUV,5,171981,106,2195,42,18.8,12.68,45,37,Critical,Medium,1,Yes,"15,001–35,000"
Truck,8,45875,88,2175,34,6.1,12.84,34,59,Critical,Low,8,Yes,"35,001–60,000"
Hatchback,2,31196,106,1583,36,8.4,11.71,35,59,Moderate,Medium,12,No,"15,001–35,000"
Hatchback,8,87865,103,2660,30,7.1,11.15,45,46,Critical,Low,9,No,"15,001–35,000"
Truck,13,115578,96,1859,34,17.9,12.88,33,33,Good,Low,4,Yes,"35,001–60,000"
Sedan,15,165507,86,2626,47,9.4,11.02,44,62,Moderate,High,4,Yes,"15,001–35,000"
Truck,11,97481,104,2127,39,7.5,11.77,39,76,Good,Medium,6,No,"35,001–60,000"
Hatchback,13,178025,101,1706,22,5.1,12.41,34,60,Worn,Medium,7,No,"15,001–35,000"
Truck,2,154393,109,2511,23,11.2,12.64,45,62,Worn,High,10,No,"0–5,000"
SUV,2,95349,85,2514,45,16.4,11.36,39,104,Worn,Medium,9,No,"60,001+"
Truck,12,179065,93,2608,37,16.5,12.66,35,89,Worn,High,5,Yes,"15,001–35,000"
Sedan,13,190665,85,2981,46,6.4,12.09,37,57,Critical,Low,12,No,"15,001–35,000"
SUV,5,89666,108,2157,27,14.6,12.53,43,101,Worn,Low,5,Yes,"15,001–35,000"
SUV,5,133164,106,2684,33,9.8,12.98,41,105,Critical,Medium,10,Yes,"5,001–15,000"
SUV,9,96147,92,1511,36,8.4,12.73,42,89,Good,High,8,Yes,"35,001–60,000"
SUV,5,199919,92,1562,46,15.6,11.74,31,85,Worn,High,8,Yes,"15,001–35,000"
Sedan,8,26033,89,2211,20,8.8,12.01,45,45,Moderate,Medium,4,No,"35,001–60,000"
SUV,1,197264,88,2928,47,6.4,12.02,32,49,Worn,Low,8,No,"35,001–60,000"
SUV,9,125987,94,2675,45,14.5,11.73,39,33,Good,Medium,5,Yes,"60,001+"
Sedan,1,14220,100,1778,36,15.0,12.34,38,64,Moderate,High,11,No,"15,001–35,000"
Truck,1,50789,88,1786,50,12.4,12.7,39,56,Moderate,Low,6,Yes,"60,001+"
Sedan,13,62584,109,1810,25,15.4,12.55,36,75,Worn,High,4,Yes,"5,001–15,000"
Sedan,3,175221,94,2738,31,6.4,11.98,41,102,Good,High,6,Yes,"35,001–60,000"
Truck,4,30545,107,2371,23,16.2,11.39,42,91,Moderate,High,8,Yes,"5,001–15,000"
Hatchback,15,135231,99,2730,41,9.8,12.07,37,52,Worn,Low,3,Yes,"35,001–60,000"
